ipv4_address,user_agent,datetime
125.255.63.199,Opera/8.75.(Windows NT 10.0; ps-AF) Presto/2.9.184 Version/11.00,2022-03-28 05:11:08
216.105.167.176,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:4.0; ig-NG) AppleWebKit/532.37.3 (KHTML; like Gecko) Version/5.0.3 Safari/532.37.3,2022-02-28 03:17:50
156.229.226.147,Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.35.3 (KHTML; like Gecko) Version/4.0 Safari/532.35.3,2022-03-05 15:27:09
196.235.183.24,Opera/8.62.(X11; Linux x86_64; ne-NP) Presto/2.9.160 Version/10.00,2022-03-26 16:05:17
23.158.246.40,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML; like Gecko) FxiOS/17.0w5848.0 Mobile/34H549 Safari/531.1,2022-03-18 19:33:45
116.102.199.92,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3) AppleWebKit/536.2 (KHTML; like Gecko) Chrome/15.0.885.0 Safari/536.2,2022-03-26 14:28:27
80.59.87.244,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2013-12-26 23:47:58 Firefox/6.0,2022-03-08 17:04:15
37.230.23.205,Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.2 (KHTML; like Gecko) FxiOS/12.0h2379.0 Mobile/47E505 Safari/536.2,2022-03-05 23:57:23
14.30.73.228,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),2022-03-02 07:21:52
99.101.5.7,Opera/8.14.(Windows NT 6.2; da-DK) Presto/2.9.161 Version/10.00,2022-03-05 07:20:32
27.142.168.146,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),2022-03-06 03:03:08
153.52.143.172,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML; like Gecko) FxiOS/14.1k9804.0 Mobile/36Z445 Safari/535.2,2022-03-20 11:57:27
94.136.100.26,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML; like Gecko) Chrome/62.0.881.0 Safari/532.1,2022-03-06 06:52:05
158.94.107.155,Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.2 (KHTML; like Gecko) Chrome/52.0.829.0 Safari/535.2,2022-03-19 19:37:10
98.48.30.203,Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.34.4 (KHTML; like Gecko) Version/4.0 Safari/531.34.4,2022-03-15 06:43:26
95.210.151.236,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),2022-03-08 08:41:54
1.138.242.13,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),2022-03-03 07:02:14
53.193.156.79,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_3; rv:1.9.2.20) Gecko/2016-10-07 19:33:22 Firefox/3.8,2022-03-19 11:42:46
171.91.31.131,Opera/8.10.(X11; Linux x86_64; iu-CA) Presto/2.9.168 Version/12.00,2022-03-28 11:50:59
159.12.189.208,Opera/9.82.(Windows CE; zh-CN) Presto/2.9.167 Version/11.00,2022-03-21 11:05:43
145.175.197.124,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9; rv:1.9.3.20) Gecko/2011-03-07 12:24:11 Firefox/3.8,2022-03-09 10:36:46
38.72.168.98,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8 rv:2.0; lij-IT) AppleWebKit/532.22.3 (KHTML; like Gecko) Version/5.0.5 Safari/532.22.3,2022-03-22 14:34:11
212.125.152.167,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.2 (KHTML; like Gecko) CriOS/52.0.805.0 Mobile/06M183 Safari/531.2,2022-03-05 20:25:36
58.228.55.52,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.0 (KHTML; like Gecko) CriOS/43.0.895.0 Mobile/06O373 Safari/531.0,2022-03-05 15:34:19
81.113.27.148,Opera/9.46.(X11; Linux x86_64; lg-UG) Presto/2.9.164 Version/12.00,2022-03-25 19:49:04
201.91.174.201,Opera/9.40.(Windows 98; lv-LV) Presto/2.9.180 Version/11.00,2022-03-22 01:55:08
152.112.200.0,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),2022-03-17 08:17:26
78.123.191.235,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),2022-03-03 10:22:09
164.131.170.82,Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.23.1 (KHTML; like Gecko) Version/5.1 Safari/533.23.1,2022-03-09 12:33:19
78.87.191.212,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/44.0.811.0 Safari/533.0,2022-03-08 17:56:05
106.52.1.47,Mozilla/5.0 (Android 6.0.1; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,2022-03-16 03:18:20
88.181.6.29,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0),2022-03-17 01:32:34
94.24.246.158,Opera/8.73.(Windows NT 6.2; dv-MV) Presto/2.9.167 Version/12.00,2022-03-07 15:26:56
187.143.72.236,Mozilla/5.0 (Android 2.3.4; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,2022-03-12 17:52:18
63.92.163.244,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML; like Gecko) FxiOS/11.7w9053.0 Mobile/35Q924 Safari/531.1,2022-03-01 20:58:53
197.208.238.181,Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML; like Gecko) Chrome/40.0.830.0 Safari/536.2,2022-03-25 10:21:05
116.35.69.131,Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/49.0.848.0 Safari/533.1,2022-03-18 16:49:21
172.189.53.33,Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/535.1 (KHTML; like Gecko) Chrome/34.0.836.0 Safari/535.1,2022-03-25 10:19:13
223.236.230.76,Opera/9.66.(X11; Linux i686; ha-NG) Presto/2.9.180 Version/12.00,2022-03-13 13:41:04
118.1.254.86,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),2022-03-15 15:29:43
3.39.101.242,Opera/8.24.(X11; Linux i686; az-AZ) Presto/2.9.182 Version/10.00,2022-03-07 08:07:41
80.79.135.254,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),2022-03-21 11:33:10
203.199.236.250,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),2022-03-25 09:34:45
158.205.55.12,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),2022-03-20 21:01:41
198.244.74.210,Opera/9.42.(Windows NT 5.2; tcy-IN) Presto/2.9.170 Version/12.00,2022-03-13 13:41:07
152.111.135.175,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),2022-03-17 17:48:47
45.107.154.151,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/44.0.809.0 Safari/533.0,2022-03-20 00:33:44
165.60.176.50,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),2022-03-13 11:10:16
26.10.54.112,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1),2022-03-19 01:25:35
155.27.109.52,Opera/8.72.(Windows CE; oc-FR) Presto/2.9.168 Version/11.00,2022-03-25 22:30:01
136.196.121.29,Mozilla/5.0 (Windows NT 6.1; yo-NG; rv:1.9.0.20) Gecko/2011-06-24 06:50:45 Firefox/3.8,2022-02-27 21:31:23
201.193.136.62,Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML; like Gecko) FxiOS/16.8f4274.0 Mobile/54B114 Safari/533.1,2022-03-11 17:52:50
207.199.153.98,Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/533.2 (KHTML; like Gecko) Chrome/21.0.871.0 Safari/533.2,2022-03-06 22:36:08
5.63.58.61,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2; rv:1.9.6.20) Gecko/2020-05-31 18:45:40 Firefox/3.8,2022-03-03 13:09:42
49.63.255.95,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gu-IN) AppleWebKit/532.1.1 (KHTML; like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.1.1,2022-03-26 15:17:25
126.173.154.23,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),2022-03-07 16:16:26
211.59.32.147,Opera/9.83.(X11; Linux i686; gez-ER) Presto/2.9.187 Version/10.00,2022-03-02 13:04:34
93.133.168.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3 rv:3.0; tk-TM) AppleWebKit/531.27.2 (KHTML; like Gecko) Version/5.0.3 Safari/531.27.2,2022-02-28 18:28:38
14.10.157.53,Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML; like Gecko) FxiOS/17.2x9594.0 Mobile/04L931 Safari/536.0,2022-03-27 16:56:21
178.100.253.142,Opera/8.27.(Windows NT 6.0; se-NO) Presto/2.9.171 Version/11.00,2022-03-19 22:36:07
167.202.16.191,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.0),2022-03-16 07:07:20
122.109.176.142,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:3.0; sk-SK) AppleWebKit/534.1.2 (KHTML; like Gecko) Version/5.0 Safari/534.1.2,2022-03-11 01:17:14
124.81.149.7,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2021-07-08 17:08:21 Firefox/7.0,2022-03-13 00:32:01
107.18.25.69,Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.2 (KHTML; like Gecko) Chrome/30.0.805.0 Safari/533.2,2022-03-09 22:01:52
149.58.103.241,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),2022-03-21 15:21:51
177.134.148.165,Opera/8.43.(X11; Linux i686; uk-UA) Presto/2.9.164 Version/10.00,2022-03-02 03:03:02
66.183.171.84,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),2022-02-28 02:11:51
115.217.135.245,Opera/9.72.(X11; Linux x86_64; bem-ZM) Presto/2.9.161 Version/11.00,2022-03-19 18:56:05
162.108.0.110,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),2022-03-04 21:41:58
183.167.0.50,Mozilla/5.0 (Android 4.0.2; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,2022-03-19 19:37:18
186.183.248.219,Mozilla/5.0 (Windows 98; Win 9x 4.90; ff-SN; rv:1.9.2.20) Gecko/2015-08-28 00:48:34 Firefox/3.8,2022-03-27 14:26:02
140.148.30.186,Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.2 (KHTML; like Gecko) Chrome/31.0.878.0 Safari/534.2,2022-03-23 12:45:51
176.160.38.141,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nan-TW) AppleWebKit/532.34.6 (KHTML; like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.34.6,2022-03-14 18:57:44
72.18.45.253,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.41.2 (KHTML; like Gecko) Version/4.0 Safari/533.41.2,2022-03-16 18:57:13
176.117.181.76,Opera/9.59.(Windows 98; fi-FI) Presto/2.9.176 Version/10.00,2022-03-24 04:53:52
66.2.136.117,Opera/8.33.(Windows NT 6.1; he-IL) Presto/2.9.185 Version/10.00,2022-03-09 05:39:02
74.51.49.70,Opera/9.40.(X11; Linux x86_64; li-BE) Presto/2.9.179 Version/12.00,2022-03-25 05:38:10
129.94.111.229,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),2022-03-19 08:57:41
171.101.179.25,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.43.3 (KHTML; like Gecko) Version/4.0.2 Safari/531.43.3,2022-03-18 01:22:35
66.111.246.127,Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML; like Gecko) FxiOS/16.3w7143.0 Mobile/71D861 Safari/534.0,2022-03-16 22:57:18
182.12.182.181,Opera/9.26.(X11; Linux x86_64; mr-IN) Presto/2.9.181 Version/11.00,2022-03-11 04:46:39
69.111.58.83,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1),2022-03-20 17:36:51
105.32.46.11,Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.0 (KHTML; like Gecko) CriOS/20.0.860.0 Mobile/10A410 Safari/533.0,2022-03-06 11:48:28
182.68.34.126,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),2022-03-06 00:55:47
109.249.245.115,Mozilla/5.0 (Windows 98; niu-NZ; rv:1.9.0.20) Gecko/2020-08-11 05:55:40 Firefox/3.6.1,2022-03-07 19:32:08
153.2.17.45,Opera/9.67.(Windows NT 5.1; da-DK) Presto/2.9.189 Version/10.00,2022-03-05 16:25:51
218.170.105.138,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),2022-03-21 22:54:53
202.230.186.146,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-10-21 10:13:00 Firefox/9.0,2022-03-01 22:25:37
16.234.64.232,Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML; like Gecko) CriOS/60.0.839.0 Mobile/29L228 Safari/533.0,2022-03-24 14:28:23
213.214.242.37,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2018-10-01 17:27:49 Firefox/3.6.8,2022-03-17 02:42:00
211.15.135.213,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1; rv:1.9.3.20) Gecko/2018-03-14 01:41:44 Firefox/14.0,2022-03-25 19:34:59
4.188.163.85,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML; like Gecko) CriOS/58.0.837.0 Mobile/40O772 Safari/535.2,2022-03-16 14:27:13
195.128.87.71,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),2022-03-24 12:48:58
24.1.128.197,Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML; like Gecko) FxiOS/10.1l3711.0 Mobile/13B438 Safari/532.2,2022-03-02 21:57:21
200.118.182.234,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),2022-03-25 03:25:05
213.3.131.129,Mozilla/5.0 (Windows NT 6.2; st-ZA; rv:1.9.0.20) Gecko/2016-09-24 06:46:03 Firefox/4.0,2022-03-19 09:26:31
3.94.130.53,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.1),2022-03-28 03:34:05
65.77.136.66,Mozilla/5.0 (Windows 98) AppleWebKit/532.0 (KHTML; like Gecko) Chrome/47.0.809.0 Safari/532.0,2022-03-29 02:25:55
186.198.32.130,Opera/8.42.(X11; Linux x86_64; uk-UA) Presto/2.9.167 Version/10.00,2022-03-17 08:29:01
172.86.54.82,Mozilla/5.0 (Windows NT 5.1; af-ZA; rv:1.9.0.20) Gecko/2020-08-23 14:14:59 Firefox/3.8,2022-03-20 10:42:33
115.167.234.137,Mozilla/5.0 (Android 7.1.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,2022-03-18 23:23:50
181.49.96.237,Mozilla/5.0 (Windows NT 6.1; ga-IE; rv:1.9.0.20) Gecko/2020-02-15 09:24:05 Firefox/3.8,2022-03-19 10:29:14
181.30.205.14,Opera/8.43.(Windows NT 5.1; hr-HR) Presto/2.9.179 Version/11.00,2022-03-02 14:46:39
201.216.167.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML; like Gecko) Chrome/25.0.861.0 Safari/531.0,2022-03-07 19:58:41
190.72.113.196,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.0),2022-03-22 04:08:25
168.141.107.215,Mozilla/5.0 (Windows NT 6.2; ur-IN; rv:1.9.2.20) Gecko/2012-07-29 10:53:21 Firefox/10.0,2022-03-27 18:53:19
176.30.44.25,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0),2022-03-10 14:48:20
162.43.139.209,Mozilla/5.0 (Android 1.6; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,2022-03-16 12:38:51
177.69.109.220,Mozilla/5.0 (Android 2.3.7; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,2022-03-04 12:26:41
217.20.243.174,Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML; like Gecko) Chrome/59.0.825.0 Safari/531.2,2022-03-18 12:55:15
107.90.32.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/19.0.882.0 Safari/533.1,2022-03-06 01:18:04
80.188.12.218,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.1 (KHTML; like Gecko) FxiOS/9.7q6111.0 Mobile/94V379 Safari/532.1,2022-03-06 05:48:34
80.180.112.66,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.2 (KHTML; like Gecko) Chrome/54.0.877.0 Safari/535.2,2022-03-05 10:30:09
186.120.212.234,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.4.20) Gecko/2016-07-13 16:44:21 Firefox/3.8,2022-03-25 23:31:32
48.84.252.10,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),2022-03-10 11:06:55
71.27.224.241,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6 rv:6.0; lt-LT) AppleWebKit/535.49.4 (KHTML; like Gecko) Version/5.0 Safari/535.49.4,2022-03-16 02:33:52
201.192.7.235,Opera/9.67.(Windows NT 10.0; gu-IN) Presto/2.9.161 Version/10.00,2022-03-10 19:54:45
164.247.43.146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5 rv:4.0; mn-MN) AppleWebKit/532.9.3 (KHTML; like Gecko) Version/5.0.3 Safari/532.9.3,2022-03-10 14:21:57
13.106.99.229,Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.2 (KHTML; like Gecko) FxiOS/17.4d5239.0 Mobile/02M178 Safari/535.2,2022-03-16 14:08:42
20.229.210.7,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2020-12-14 01:47:42 Firefox/3.8,2022-03-07 01:00:22
77.187.45.16,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2021-12-12 12:50:31 Firefox/3.8,2022-03-16 11:54:02
42.109.89.91,Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML; like Gecko) Chrome/38.0.876.0 Safari/535.1,2022-03-08 02:14:03
117.184.1.105,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),2022-03-23 02:58:56
158.121.15.194,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2018-03-04 06:32:37 Firefox/3.6.7,2022-03-26 04:21:03
104.239.47.68,Opera/8.34.(X11; Linux x86_64; km-KH) Presto/2.9.163 Version/10.00,2022-03-15 11:46:55
167.133.177.185,Opera/9.61.(Windows NT 6.0; tl-PH) Presto/2.9.184 Version/11.00,2022-03-25 15:09:33
54.17.53.77,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; uk-UA) AppleWebKit/533.10.6 (KHTML; like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.10.6,2022-03-11 07:02:32
175.136.9.196,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),2022-03-16 07:20:11
27.178.30.189,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; et-EE) AppleWebKit/531.40.6 (KHTML; like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.40.6,2022-03-05 19:33:33
45.137.75.200,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),2022-03-24 01:27:50
153.70.49.24,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3 rv:5.0; mk-MK) AppleWebKit/532.6.5 (KHTML; like Gecko) Version/4.0.1 Safari/532.6.5,2022-03-24 21:42:06
64.79.66.245,Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML; like Gecko) FxiOS/16.4d2082.0 Mobile/39X341 Safari/532.1,2022-03-25 21:41:09
174.57.108.221,Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.5.4 (KHTML; like Gecko) Version/5.1 Safari/533.5.4,2022-03-16 22:14:47
22.127.46.93,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0),2022-03-09 04:59:02
85.222.177.42,Opera/8.11.(Windows 95; am-ET) Presto/2.9.161 Version/10.00,2022-03-27 15:19:18
156.57.180.84,Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/39.0.801.0 Safari/533.0,2022-03-03 06:56:31
4.208.100.103,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0),2022-03-18 17:20:13
2.186.239.172,Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/532.2 (KHTML; like Gecko) Chrome/60.0.810.0 Safari/532.2,2022-03-25 16:53:12
194.9.246.28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/535.2 (KHTML; like Gecko) Chrome/58.0.882.0 Safari/535.2,2022-03-16 08:42:46
126.187.225.88,Mozilla/5.0 (Windows CE; szl-PL; rv:1.9.2.20) Gecko/2011-05-26 06:19:22 Firefox/3.8,2022-03-02 19:30:02
34.181.210.219,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),2022-03-08 04:42:55
16.194.18.248,Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML; like Gecko) Chrome/50.0.807.0 Safari/533.2,2022-03-05 13:30:36
134.18.22.84,Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/534.1 (KHTML; like Gecko) Chrome/62.0.899.0 Safari/534.1,2022-03-03 22:52:34
123.176.213.127,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; el-CY) AppleWebKit/535.41.2 (KHTML; like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.41.2,2022-03-07 22:09:28
205.138.9.157,Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.31.6 (KHTML; like Gecko) Version/4.0.3 Safari/532.31.6,2022-03-11 23:29:43
161.188.148.208,Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/531.2 (KHTML; like Gecko) Chrome/30.0.846.0 Safari/531.2,2022-03-23 03:03:20
218.158.204.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/535.2 (KHTML; like Gecko) Chrome/51.0.801.0 Safari/535.2,2022-03-01 01:19:28
155.154.34.52,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML; like Gecko) Chrome/16.0.807.0 Safari/536.1,2022-03-10 21:14:43
115.113.139.39,Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML; like Gecko) Chrome/51.0.824.0 Safari/534.2,2022-03-22 04:19:45
15.104.224.250,Opera/9.35.(X11; Linux x86_64; mk-MK) Presto/2.9.174 Version/10.00,2022-03-13 19:25:08
19.77.13.243,Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/534.2 (KHTML; like Gecko) Chrome/45.0.827.0 Safari/534.2,2022-03-05 01:04:00
137.141.88.216,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2 rv:6.0; byn-ER) AppleWebKit/534.43.7 (KHTML; like Gecko) Version/5.0 Safari/534.43.7,2022-03-12 12:19:59
82.43.23.253,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),2022-03-14 17:18:53
22.245.252.95,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nan-TW) AppleWebKit/535.18.1 (KHTML; like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.18.1,2022-03-22 10:43:20
204.172.152.106,Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML; like Gecko) Chrome/39.0.837.0 Safari/534.0,2022-03-04 18:03:02
18.203.75.246,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; uk-UA) AppleWebKit/533.19.1 (KHTML; like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.19.1,2022-03-22 04:02:42
89.213.97.110,Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML; like Gecko) Chrome/48.0.866.0 Safari/536.0,2022-03-22 10:17:00
81.43.116.24,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),2022-03-28 12:04:31
183.60.201.55,Opera/9.19.(Windows NT 4.0; raj-IN) Presto/2.9.175 Version/10.00,2022-03-18 11:20:13
65.145.60.235,Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.27.7 (KHTML; like Gecko) Version/4.1 Safari/534.27.7,2022-03-05 05:19:04
48.98.178.133,Mozilla/5.0 (Windows NT 6.2; ha-NG; rv:1.9.1.20) Gecko/2018-05-12 00:34:31 Firefox/3.6.8,2022-03-28 07:43:19
164.196.83.11,Opera/8.43.(X11; Linux x86_64; bn-BD) Presto/2.9.188 Version/12.00,2022-03-02 10:55:39
167.218.30.142,Mozilla/5.0 (Android 4.2.1; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,2022-03-27 03:23:45
25.56.111.194,Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/532.2 (KHTML; like Gecko) Chrome/34.0.830.0 Safari/532.2,2022-03-28 08:06:13
192.217.177.145,Opera/8.95.(X11; Linux i686; quz-PE) Presto/2.9.189 Version/12.00,2022-03-23 06:41:36
193.200.20.14,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),2022-03-03 18:57:47
119.126.254.212,Opera/8.18.(Windows NT 5.2; ckb-IQ) Presto/2.9.164 Version/12.00,2022-03-21 06:06:37
9.236.45.144,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2) AppleWebKit/535.0 (KHTML; like Gecko) Chrome/16.0.824.0 Safari/535.0,2022-03-09 03:40:51
8.142.172.128,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/531.2 (KHTML; like Gecko) Chrome/18.0.889.0 Safari/531.2,2022-03-18 19:26:51
97.31.44.227,Opera/9.44.(X11; Linux i686; raj-IN) Presto/2.9.181 Version/10.00,2022-03-22 08:09:37
133.241.0.130,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),2022-03-07 20:16:31
